TOPASK RESULTS,,,,,,,
116,FN: 14 Top: Verb:submit,FN: 14 Top: Verb:submit,FN: 12 Top: Verb:submit,FN: 12 Top: Verb:submit,FN: 12 Top: Verb:submit,FN: 8 Top: Verb:submit,FN: 8 Top: Verb:submit
117,TN: 100 Top: Verb:all,TN: 97 Top: Verb:all,TN: 95 Top: Verb:all,TN: 98 Top: Verb:all,TN: 98 Top: Verb:all,TN: 98 Top: Verb:all,TN: 98 Top: Verb:all
118,TN: 101 Top: Verb:categories,TN: 98 Top: Verb:categories,TN: 96 Top: Verb:categories,TN: 99 Top: Verb:categories,TN: 99 Top: Verb:categories,TN: 99 Top: Verb:categories,TN: 99 Top: Verb:categories
119,TN: 102 Top: Verb:following,TN: 99 Top: Verb:following,TN: 97 Top: Verb:following,TN: 100 Top: Verb:following,TN: 100 Top: Verb:following,TN: 100 Top: Verb:following,TN: 100 Top: Verb:following
120,TN: 103 Top: Verb:dog,TN: 100 Top: Verb:dog,TN: 98 Top: Verb:dog,TN: 101 Top: Verb:dog,TN: 101 Top: Verb:dog,TN: 101 Top: Verb:dog,TN: 101 Top: Verb:dog
121,TN: 104 Top: Verb:presented,TN: 101 Top: Verb:presented,TN: 99 Top: Verb:presented,TN: 102 Top: Verb:presented,TN: 102 Top: Verb:presented,TN: 102 Top: Verb:presented,TN: 102 Top: Verb:presented
122,TN: 105 Top: Verb:get,TN: 102 Top: Verb:get,TN: 100 Top: Verb:get,TN: 103 Top: Verb:get,TN: 103 Top: Verb:get,TN: 103 Top: Verb:get,TN: 103 Top: Verb:get
123,TN: 106 Top: Verb:presented,TN: 103 Top: Verb:presented,TN: 101 Top: Verb:presented,TN: 104 Top: Verb:presented,TN: 104 Top: Verb:presented,TN: 104 Top: Verb:presented,TN: 104 Top: Verb:presented
124,TN: 107 Top: Verb:sleeping,TN: 104 Top: Verb:sleeping,TN: 102 Top: Verb:sleeping,TN: 105 Top: Verb:sleeping,TN: 105 Top: Verb:sleeping,TN: 105 Top: Verb:sleeping,TN: 105 Top: Verb:sleeping
125,TN: 108 Top: Verb:pick,TN: 105 Top: Verb:pick,TN: 103 Top: Verb:pick,TN: 106 Top: Verb:pick,TN: 106 Top: Verb:pick,TN: 106 Top: Verb:pick,TN: 106 Top: Verb:pick
126,FN: 15 Top: Verb:submit,FN: 15 Top: Verb:submit,FN: 13 Top: Verb:submit,FN: 13 Top: Verb:submit,FN: 13 Top: Verb:submit,FN: 9 Top: Verb:submit,FN: 9 Top: Verb:submit
127,TN: 109 Top: Verb:vote,TN: 106 Top: Verb:vote,TN: 104 Top: Verb:vote,TN: 107 Top: Verb:vote,TN: 107 Top: Verb:vote,TN: 107 Top: Verb:vote,TN: 107 Top: Verb:vote
128,TN: 110 Top: Verb:three,TN: 107 Top: Verb:three,TN: 105 Top: Verb:three,TN: 108 Top: Verb:three,TN: 108 Top: Verb:three,TN: 108 Top: Verb:three,TN: 108 Top: Verb:three
129,TN: 111 Top: Verb:winners,TN: 108 Top: Verb:winners,TN: 106 Top: Verb:winners,TN: 109 Top: Verb:winners,TN: 109 Top: Verb:winners,TN: 109 Top: Verb:winners,TN: 109 Top: Verb:winners
130,TN: 112 Top: Verb:are,TN: 109 Top: Verb:are,TN: 107 Top: Verb:are,TN: 110 Top: Verb:are,TN: 110 Top: Verb:are,TN: 110 Top: Verb:are,TN: 110 Top: Verb:are
131,TN: 113 Top: Verb:waiting,TN: 110 Top: Verb:waiting,TN: 108 Top: Verb:waiting,TN: 111 Top: Verb:waiting,TN: 111 Top: Verb:waiting,TN: 111 Top: Verb:waiting,TN: 111 Top: Verb:waiting
132,FP: 2 Top:X Verb:ends,TN: 111 Top: Verb:ends,TN: 109 Top: Verb:ends,TN: 112 Top: Verb:ends,TN: 112 Top: Verb:ends,TN: 112 Top: Verb:ends,TN: 112 Top: Verb:ends
133,FN: 16 Top: Verb:starts,FN: 16 Top: Verb:starts,TP: 5 Top:X Verb:starts,TP: 5 Top:X Verb:starts,TP: 5 Top:X Verb:starts,FN: 10 Top: Verb:starts,TP: 9 Top:X Verb:starts
134,TN: 114 Top: Verb:reserved,TN: 112 Top: Verb:reserved,TN: 110 Top: Verb:reserved,TN: 113 Top: Verb:reserved,TN: 113 Top: Verb:reserved,TN: 113 Top: Verb:reserved,TN: 113 Top: Verb:reserved
135,TN: 115 Top: Verb:©,TN: 113 Top: Verb:©,TN: 111 Top: Verb:©,TN: 114 Top: Verb:©,TN: 114 Top: Verb:©,TN: 114 Top: Verb:©,TN: 114 Top: Verb:©
136,TN: 116 Top: Verb:media,TN: 114 Top: Verb:media,TN: 112 Top: Verb:media,TN: 115 Top: Verb:media,TN: 115 Top: Verb:media,TN: 115 Top: Verb:media,TN: 115 Top: Verb:media
137,TN: 117 Top: Verb:|,TN: 115 Top: Verb:|,TN: 113 Top: Verb:|,TN: 116 Top: Verb:|,TN: 116 Top: Verb:|,TN: 116 Top: Verb:|,TN: 116 Top: Verb:|
138,TN: 118 Top: Verb:avenue,TN: 116 Top: Verb:avenue,TN: 114 Top: Verb:avenue,TN: 117 Top: Verb:avenue,TN: 117 Top: Verb:avenue,TN: 117 Top: Verb:avenue,TN: 117 Top: Verb:avenue
139,TN: 119 Top: Verb:intended,TN: 117 Top: Verb:intended,TN: 115 Top: Verb:intended,TN: 118 Top: Verb:intended,TN: 118 Top: Verb:intended,TN: 118 Top: Verb:intended,TN: 118 Top: Verb:intended
140,TN: 120 Top: Verb:was,TN: 118 Top: Verb:was,TN: 116 Top: Verb:was,TN: 119 Top: Verb:was,TN: 119 Top: Verb:was,TN: 119 Top: Verb:was,TN: 119 Top: Verb:was
141,TN: 121 Top: Verb:policy,TN: 119 Top: Verb:policy,TN: 117 Top: Verb:policy,TN: 120 Top: Verb:policy,TN: 120 Top: Verb:policy,TN: 120 Top: Verb:policy,TN: 120 Top: Verb:policy
142,TN: 122 Top: Verb:|,TN: 120 Top: Verb:|,TN: 118 Top: Verb:|,TN: 121 Top: Verb:|,TN: 121 Top: Verb:|,TN: 121 Top: Verb:|,TN: 121 Top: Verb:|
143,FN: 17 Top: Verb:unsubscribe,FN: 17 Top: Verb:unsubscribe,FN: 14 Top: Verb:unsubscribe,FN: 14 Top: Verb:unsubscribe,FN: 14 Top: Verb:unsubscribe,FN: 11 Top: Verb:unsubscribe,FN: 10 Top: Verb:unsubscribe
144,FN: 18 Top: Verb:view,TP: 3 Top:X Verb:view,TP: 6 Top:X Verb:view,TP: 6 Top:X Verb:view,TP: 6 Top:X Verb:view,TP: 9 Top:X Verb:view,TP: 10 Top:X Verb:view
145,TN: 123 Top: Verb:receive,TN: 121 Top: Verb:receive,FP: 7 Top:X Verb:receive,FP: 4 Top:X Verb:receive,FP: 4 Top:X Verb:receive,FP: 4 Top:X Verb:receive,FP: 4 Top:X Verb:receive
146,TN: 124 Top: Verb:is,TN: 122 Top: Verb:is,TN: 119 Top: Verb:is,TN: 122 Top: Verb:is,TN: 122 Top: Verb:is,TN: 122 Top: Verb:is,TN: 122 Top: Verb:is
147,FP: 3 Top:X Verb:done,TN: 123 Top: Verb:done,TN: 120 Top: Verb:done,TN: 123 Top: Verb:done,TN: 123 Top: Verb:done,TN: 123 Top: Verb:done,TN: 123 Top: Verb:done
148,TN: 125 Top: Verb:assured,TN: 124 Top: Verb:assured,TN: 121 Top: Verb:assured,TN: 124 Top: Verb:assured,TN: 124 Top: Verb:assured,TN: 124 Top: Verb:assured,TN: 124 Top: Verb:assured
149,TN: 126 Top: Verb:help,TN: 125 Top: Verb:help,FP: 8 Top:X Verb:help,FP: 5 Top:X Verb:help,FP: 5 Top:X Verb:help,FP: 5 Top:X Verb:help,FP: 5 Top:X Verb:help
150,TN: 127 Top: Verb:are,TN: 126 Top: Verb:are,TN: 122 Top: Verb:are,TN: 125 Top: Verb:are,TN: 125 Top: Verb:are,TN: 125 Top: Verb:are,TN: 125 Top: Verb:are
151,TN: 128 Top: Verb:free,TN: 127 Top: Verb:free,TN: 123 Top: Verb:free,TN: 126 Top: Verb:free,TN: 126 Top: Verb:free,TN: 126 Top: Verb:free,TN: 126 Top: Verb:free
152,FN: 19 Top: Verb:write,FN: 18 Top: Verb:write,FN: 15 Top: Verb:write,FN: 15 Top: Verb:write,FN: 15 Top: Verb:write,FN: 12 Top: Verb:write,FN: 11 Top: Verb:write
153,TN: 129 Top: Verb:filing,TN: 128 Top: Verb:filing,TN: 124 Top: Verb:filing,TN: 127 Top: Verb:filing,TN: 127 Top: Verb:filing,TN: 127 Top: Verb:filing,TN: 127 Top: Verb:filing
154,TN: 130 Top: Verb:sarah,TN: 129 Top: Verb:sarah,TN: 125 Top: Verb:sarah,TN: 128 Top: Verb:sarah,TN: 128 Top: Verb:sarah,TN: 128 Top: Verb:sarah,TN: 128 Top: Verb:sarah
155,FN: 20 Top: Verb:send,TP: 4 Top:X Verb:send,TP: 7 Top:X Verb:send,TP: 7 Top:X Verb:send,TP: 7 Top:X Verb:send,TP: 10 Top:X Verb:send,TP: 11 Top:X Verb:send
156,TN: 131 Top: Verb:get,TN: 130 Top: Verb:get,TN: 126 Top: Verb:get,TN: 129 Top: Verb:get,TN: 129 Top: Verb:get,TN: 129 Top: Verb:get,TN: 129 Top: Verb:get
157,TN: 132 Top: Verb:regards,TN: 131 Top: Verb:regards,TN: 127 Top: Verb:regards,TN: 130 Top: Verb:regards,TN: 130 Top: Verb:regards,TN: 130 Top: Verb:regards,TN: 130 Top: Verb:regards
158,TN: 133 Top: Verb:linden,TN: 132 Top: Verb:linden,TN: 128 Top: Verb:linden,TN: 131 Top: Verb:linden,TN: 131 Top: Verb:linden,TN: 131 Top: Verb:linden,TN: 131 Top: Verb:linden
159,TN: 134 Top: Verb:johnson,TN: 133 Top: Verb:johnson,TN: 129 Top: Verb:johnson,TN: 132 Top: Verb:johnson,TN: 132 Top: Verb:johnson,TN: 132 Top: Verb:johnson,TN: 132 Top: Verb:johnson
160,TN: 135 Top: Verb:invitation,TN: 134 Top: Verb:invitation,TN: 130 Top: Verb:invitation,TN: 133 Top: Verb:invitation,TN: 133 Top: Verb:invitation,TN: 133 Top: Verb:invitation,TN: 133 Top: Verb:invitation
161,TN: 136 Top: Verb:held,TN: 135 Top: Verb:held,TN: 131 Top: Verb:held,TN: 134 Top: Verb:held,TN: 134 Top: Verb:held,TN: 134 Top: Verb:held,TN: 134 Top: Verb:held
162,TN: 137 Top: Verb:be,TN: 136 Top: Verb:be,TN: 132 Top: Verb:be,TN: 135 Top: Verb:be,TN: 135 Top: Verb:be,TN: 135 Top: Verb:be,TN: 135 Top: Verb:be
163,TN: 138 Top: Verb:organized,TN: 137 Top: Verb:organized,TN: 133 Top: Verb:organized,TN: 136 Top: Verb:organized,TN: 136 Top: Verb:organized,TN: 136 Top: Verb:organized,TN: 136 Top: Verb:organized
164,TN: 139 Top: Verb:is,TN: 138 Top: Verb:is,TN: 134 Top: Verb:is,TN: 137 Top: Verb:is,TN: 137 Top: Verb:is,TN: 137 Top: Verb:is,TN: 137 Top: Verb:is
165,TN: 140 Top: Verb:supported,TN: 139 Top: Verb:supported,TN: 135 Top: Verb:supported,TN: 138 Top: Verb:supported,TN: 138 Top: Verb:supported,TN: 138 Top: Verb:supported,TN: 138 Top: Verb:supported
166,FP: 4 Top:X Verb:take,TN: 140 Top: Verb:take,TN: 136 Top: Verb:take,TN: 139 Top: Verb:take,TN: 139 Top: Verb:take,TN: 139 Top: Verb:take,TN: 139 Top: Verb:take
167,TN: 141 Top: Verb:own,TN: 141 Top: Verb:own,TN: 137 Top: Verb:own,TN: 140 Top: Verb:own,TN: 140 Top: Verb:own,TN: 140 Top: Verb:own,TN: 140 Top: Verb:own
168,TN: 142 Top: Verb:invite,TN: 142 Top: Verb:invite,TN: 138 Top: Verb:invite,TN: 141 Top: Verb:invite,TN: 141 Top: Verb:invite,TN: 141 Top: Verb:invite,TN: 141 Top: Verb:invite
169,TN: 143 Top: Verb:organizing,TN: 143 Top: Verb:organizing,TN: 139 Top: Verb:organizing,TN: 142 Top: Verb:organizing,TN: 142 Top: Verb:organizing,TN: 142 Top: Verb:organizing,TN: 142 Top: Verb:organizing
170,FN: 21 Top: Verb:join,FN: 19 Top: Verb:join,FN: 16 Top: Verb:join,FN: 16 Top: Verb:join,FN: 16 Top: Verb:join,FN: 13 Top: Verb:join,FN: 12 Top: Verb:join
171,TN: 144 Top: Verb:elements,TN: 144 Top: Verb:elements,TN: 140 Top: Verb:elements,TN: 143 Top: Verb:elements,TN: 143 Top: Verb:elements,TN: 143 Top: Verb:elements,TN: 143 Top: Verb:elements
172,TN: 145 Top: Verb:are,TN: 145 Top: Verb:are,TN: 141 Top: Verb:are,TN: 144 Top: Verb:are,TN: 144 Top: Verb:are,TN: 144 Top: Verb:are,TN: 144 Top: Verb:are
173,TN: 146 Top: Verb:enjoy,TN: 146 Top: Verb:enjoy,TN: 142 Top: Verb:enjoy,TN: 145 Top: Verb:enjoy,TN: 145 Top: Verb:enjoy,TN: 145 Top: Verb:enjoy,TN: 145 Top: Verb:enjoy
174,TN: 147 Top: Verb:joining,TN: 147 Top: Verb:joining,TN: 143 Top: Verb:joining,TN: 146 Top: Verb:joining,TN: 146 Top: Verb:joining,TN: 146 Top: Verb:joining,TN: 146 Top: Verb:joining
175,TN: 148 Top: Verb:networking,TN: 148 Top: Verb:networking,TN: 144 Top: Verb:networking,TN: 147 Top: Verb:networking,TN: 147 Top: Verb:networking,TN: 147 Top: Verb:networking,TN: 147 Top: Verb:networking
176,TN: 149 Top: Verb:get,TN: 149 Top: Verb:get,TN: 145 Top: Verb:get,TN: 148 Top: Verb:get,TN: 148 Top: Verb:get,TN: 148 Top: Verb:get,TN: 148 Top: Verb:get
177,TN: 150 Top: Verb:value,TN: 150 Top: Verb:value,TN: 146 Top: Verb:value,TN: 149 Top: Verb:value,TN: 149 Top: Verb:value,TN: 149 Top: Verb:value,TN: 149 Top: Verb:value
178,TN: 151 Top: Verb:joining,TN: 151 Top: Verb:joining,TN: 147 Top: Verb:joining,TN: 150 Top: Verb:joining,TN: 150 Top: Verb:joining,TN: 150 Top: Verb:joining,TN: 150 Top: Verb:joining
179,TN: 152 Top: Verb:shape,TN: 152 Top: Verb:shape,TN: 148 Top: Verb:shape,TN: 151 Top: Verb:shape,TN: 151 Top: Verb:shape,TN: 151 Top: Verb:shape,TN: 151 Top: Verb:shape
180,TN: 153 Top: Verb:contribute,TN: 153 Top: Verb:contribute,TN: 149 Top: Verb:contribute,TN: 152 Top: Verb:contribute,TN: 152 Top: Verb:contribute,TN: 152 Top: Verb:contribute,TN: 152 Top: Verb:contribute
181,TN: 154 Top: Verb:enjoy,TN: 154 Top: Verb:enjoy,TN: 150 Top: Verb:enjoy,TN: 153 Top: Verb:enjoy,TN: 153 Top: Verb:enjoy,TN: 153 Top: Verb:enjoy,TN: 153 Top: Verb:enjoy
182,TN: 155 Top: Verb:offer,FP: 5 Top:X Verb:offer,TN: 151 Top: Verb:offer,TN: 154 Top: Verb:offer,TN: 154 Top: Verb:offer,TN: 154 Top: Verb:offer,TN: 154 Top: Verb:offer
183,TN: 156 Top: Verb:1,TN: 155 Top: Verb:1,TN: 152 Top: Verb:1,TN: 155 Top: Verb:1,TN: 155 Top: Verb:1,TN: 155 Top: Verb:1,TN: 155 Top: Verb:1
184,FN: 22 Top: Verb:join,FN: 20 Top: Verb:join,FN: 17 Top: Verb:join,FN: 17 Top: Verb:join,FN: 17 Top: Verb:join,FN: 14 Top: Verb:join,FN: 13 Top: Verb:join
185,TN: 157 Top: Verb:asses,TN: 156 Top: Verb:asses,TN: 153 Top: Verb:asses,TN: 156 Top: Verb:asses,TN: 156 Top: Verb:asses,TN: 156 Top: Verb:asses,TN: 156 Top: Verb:asses
186,TN: 158 Top: Verb:2,TN: 157 Top: Verb:2,TN: 154 Top: Verb:2,TN: 157 Top: Verb:2,TN: 157 Top: Verb:2,TN: 157 Top: Verb:2,TN: 157 Top: Verb:2
187,TN: 159 Top: Verb:usd,TN: 158 Top: Verb:usd,TN: 155 Top: Verb:usd,TN: 158 Top: Verb:usd,TN: 158 Top: Verb:usd,TN: 158 Top: Verb:usd,TN: 158 Top: Verb:usd
188,TN: 160 Top: Verb:3,TN: 159 Top: Verb:3,TN: 156 Top: Verb:3,TN: 159 Top: Verb:3,TN: 159 Top: Verb:3,TN: 159 Top: Verb:3,TN: 159 Top: Verb:3
189,TN: 161 Top: Verb:offered,TN: 160 Top: Verb:offered,TN: 157 Top: Verb:offered,TN: 160 Top: Verb:offered,TN: 160 Top: Verb:offered,TN: 160 Top: Verb:offered,TN: 160 Top: Verb:offered
190,TN: 162 Top: Verb:4,TN: 161 Top: Verb:4,TN: 158 Top: Verb:4,TN: 161 Top: Verb:4,TN: 161 Top: Verb:4,TN: 161 Top: Verb:4,TN: 161 Top: Verb:4
191,TN: 163 Top: Verb:certificate,TN: 162 Top: Verb:certificate,TN: 159 Top: Verb:certificate,TN: 162 Top: Verb:certificate,TN: 162 Top: Verb:certificate,TN: 162 Top: Verb:certificate,TN: 162 Top: Verb:certificate
192,TN: 164 Top: Verb:materials,TN: 163 Top: Verb:materials,TN: 160 Top: Verb:materials,TN: 163 Top: Verb:materials,TN: 163 Top: Verb:materials,TN: 163 Top: Verb:materials,TN: 163 Top: Verb:materials
193,TN: 165 Top: Verb:5,TN: 164 Top: Verb:5,TN: 161 Top: Verb:5,TN: 164 Top: Verb:5,TN: 164 Top: Verb:5,TN: 164 Top: Verb:5,TN: 164 Top: Verb:5
194,FN: 23 Top: Verb:open,FN: 21 Top: Verb:open,FN: 18 Top: Verb:open,FN: 18 Top: Verb:open,FN: 18 Top: Verb:open,FN: 15 Top: Verb:open,TP: 12 Top:X Verb:open
195,TN: 166 Top: Verb:6,TN: 165 Top: Verb:6,TN: 162 Top: Verb:6,TN: 165 Top: Verb:6,TN: 165 Top: Verb:6,TN: 165 Top: Verb:6,TN: 165 Top: Verb:6
196,TN: 167 Top: Verb:reception,TN: 166 Top: Verb:reception,TN: 163 Top: Verb:reception,TN: 166 Top: Verb:reception,TN: 166 Top: Verb:reception,TN: 166 Top: Verb:reception,TN: 166 Top: Verb:reception
197,TN: 168 Top: Verb:services,TN: 167 Top: Verb:services,TN: 164 Top: Verb:services,TN: 167 Top: Verb:services,TN: 167 Top: Verb:services,TN: 167 Top: Verb:services,TN: 167 Top: Verb:services
198,TN: 169 Top: Verb:7,TN: 168 Top: Verb:7,TN: 165 Top: Verb:7,TN: 168 Top: Verb:7,TN: 168 Top: Verb:7,TN: 168 Top: Verb:7,TN: 168 Top: Verb:7
199,TN: 170 Top: Verb:promote,TN: 169 Top: Verb:promote,TN: 166 Top: Verb:promote,TN: 169 Top: Verb:promote,TN: 169 Top: Verb:promote,TN: 169 Top: Verb:promote,TN: 169 Top: Verb:promote
200,TN: 171 Top: Verb:website,TN: 170 Top: Verb:website,TN: 167 Top: Verb:website,TN: 170 Top: Verb:website,TN: 170 Top: Verb:website,TN: 170 Top: Verb:website,TN: 170 Top: Verb:website
201,TN: 172 Top: Verb:venue,TN: 171 Top: Verb:venue,TN: 168 Top: Verb:venue,TN: 171 Top: Verb:venue,TN: 171 Top: Verb:venue,TN: 171 Top: Verb:venue,TN: 171 Top: Verb:venue
202,FN: 24 Top: Verb:confirm,FN: 22 Top: Verb:confirm,TP: 8 Top:X Verb:confirm,TP: 8 Top:X Verb:confirm,TP: 8 Top:X Verb:confirm,TP: 11 Top:X Verb:confirm,FN: 14 Top: Verb:confirm
203,FN: 25 Top: Verb:send,TP: 5 Top:X Verb:send,TP: 9 Top:X Verb:send,TP: 9 Top:X Verb:send,TP: 9 Top:X Verb:send,TP: 12 Top:X Verb:send,TP: 13 Top:X Verb:send
204,TN: 173 Top: Verb:agree,TN: 172 Top: Verb:agree,TN: 169 Top: Verb:agree,TN: 172 Top: Verb:agree,TN: 172 Top: Verb:agree,TN: 172 Top: Verb:agree,TN: 172 Top: Verb:agree
205,TN: 174 Top: Verb:join,TN: 173 Top: Verb:join,TN: 170 Top: Verb:join,TN: 173 Top: Verb:join,TN: 173 Top: Verb:join,TN: 173 Top: Verb:join,TN: 173 Top: Verb:join
206,TN: 175 Top: Verb:please,TN: 174 Top: Verb:please,TN: 171 Top: Verb:please,TN: 174 Top: Verb:please,TN: 174 Top: Verb:please,TN: 174 Top: Verb:please,TN: 174 Top: Verb:please
207,TN: 176 Top: Verb:resume,TN: 175 Top: Verb:resume,TN: 172 Top: Verb:resume,TN: 175 Top: Verb:resume,TN: 175 Top: Verb:resume,TN: 175 Top: Verb:resume,TN: 175 Top: Verb:resume
208,TN: 177 Top: Verb:thank,TN: 176 Top: Verb:thank,TN: 173 Top: Verb:thank,TN: 176 Top: Verb:thank,TN: 176 Top: Verb:thank,TN: 176 Top: Verb:thank,TN: 176 Top: Verb:thank
209,TN: 178 Top: Verb:considering,TN: 177 Top: Verb:considering,TN: 174 Top: Verb:considering,TN: 177 Top: Verb:considering,TN: 177 Top: Verb:considering,TN: 177 Top: Verb:considering,TN: 177 Top: Verb:considering
210,FN: 26 Top: Verb:reached,FN: 23 Top: Verb:reached,FN: 19 Top: Verb:reached,FN: 19 Top: Verb:reached,FN: 19 Top: Verb:reached,FN: 16 Top: Verb:reached,FN: 15 Top: Verb:reached
211,TN: 179 Top: Verb:have,TN: 178 Top: Verb:have,TN: 175 Top: Verb:have,TN: 178 Top: Verb:have,TN: 178 Top: Verb:have,TN: 178 Top: Verb:have,TN: 178 Top: Verb:have
212,TN: 180 Top: Verb:be,TN: 179 Top: Verb:be,TN: 176 Top: Verb:be,TN: 179 Top: Verb:be,TN: 179 Top: Verb:be,TN: 179 Top: Verb:be,TN: 179 Top: Verb:be
213,TN: 181 Top: Verb:looking,TN: 180 Top: Verb:looking,TN: 177 Top: Verb:looking,TN: 180 Top: Verb:looking,TN: 180 Top: Verb:looking,TN: 180 Top: Verb:looking,TN: 180 Top: Verb:looking
214,TN: 182 Top: Verb:regards,TN: 181 Top: Verb:regards,TN: 178 Top: Verb:regards,TN: 181 Top: Verb:regards,TN: 181 Top: Verb:regards,TN: 181 Top: Verb:regards,TN: 181 Top: Verb:regards
215,TN: 183 Top: Verb:--,TN: 182 Top: Verb:--,TN: 179 Top: Verb:--,TN: 182 Top: Verb:--,TN: 182 Top: Verb:--,TN: 182 Top: Verb:--,TN: 182 Top: Verb:--
216,TN: 184 Top: Verb:sincerely,TN: 183 Top: Verb:sincerely,TN: 180 Top: Verb:sincerely,TN: 183 Top: Verb:sincerely,TN: 183 Top: Verb:sincerely,TN: 183 Top: Verb:sincerely,TN: 183 Top: Verb:sincerely
217,TN: 185 Top: Verb:teller,TN: 184 Top: Verb:teller,TN: 181 Top: Verb:teller,TN: 184 Top: Verb:teller,TN: 184 Top: Verb:teller,TN: 184 Top: Verb:teller,TN: 184 Top: Verb:teller
218,TN: 186 Top: Verb:conference,TN: 185 Top: Verb:conference,TN: 182 Top: Verb:conference,TN: 185 Top: Verb:conference,TN: 185 Top: Verb:conference,TN: 185 Top: Verb:conference,TN: 185 Top: Verb:conference
219,TN: 187 Top: Verb:www.IntSciEng.org,TN: 186 Top: Verb:www.IntSciEng.org,TN: 183 Top: Verb:www.IntSciEng.org,TN: 186 Top: Verb:www.IntSciEng.org,TN: 186 Top: Verb:www.IntSciEng.org,TN: 186 Top: Verb:www.IntSciEng.org,TN: 186 Top: Verb:www.IntSciEng.org
220,TN: 188 Top: Verb:flat/rm,TN: 187 Top: Verb:flat/rm,TN: 184 Top: Verb:flat/rm,TN: 187 Top: Verb:flat/rm,TN: 187 Top: Verb:flat/rm,TN: 187 Top: Verb:flat/rm,TN: 187 Top: Verb:flat/rm
221,TN: 189 Top: Verb:email,TN: 188 Top: Verb:email,TN: 185 Top: Verb:email,TN: 188 Top: Verb:email,TN: 188 Top: Verb:email,TN: 188 Top: Verb:email,TN: 188 Top: Verb:email
222,TN: 189 Top: Verb:confcommittee@IntSciEng.org,TN: 189 Top: Verb:confcommittee@IntSciEng.org,TN: 186 Top: Verb:confcommittee@IntSciEng.org,TN: 189 Top: Verb:confcommittee@IntSciEng.org,TN: 189 Top: Verb:confcommittee@IntSciEng.org,TN: 189 Top: Verb:confcommittee@IntSciEng.org,TN: 189 Top: Verb:confcommittee@IntSciEng.org
223,TN: 191 Top: Verb:tel,TN: 190 Top: Verb:tel,TN: 187 Top: Verb:tel,TN: 190 Top: Verb:tel,TN: 190 Top: Verb:tel,TN: 190 Top: Verb:tel,TN: 190 Top: Verb:tel
224,TN: 192 Top: Verb:-4999939,TN: 191 Top: Verb:-4999939,TN: 188 Top: Verb:-4999939,TN: 191 Top: Verb:-4999939,TN: 191 Top: Verb:-4999939,TN: 191 Top: Verb:-4999939,TN: 191 Top: Verb:-4999939
225,TN: 193 Top: Verb:break,TN: 192 Top: Verb:break,TN: 189 Top: Verb:break,TN: 192 Top: Verb:break,TN: 192 Top: Verb:break,TN: 192 Top: Verb:break,TN: 192 Top: Verb:break
226,TN: 194 Top: Verb:hack,TN: 193 Top: Verb:hack,TN: 190 Top: Verb:hack,TN: 193 Top: Verb:hack,TN: 193 Top: Verb:hack,TN: 193 Top: Verb:hack,TN: 193 Top: Verb:hack
227,TN: 195 Top: Verb:checking,TN: 194 Top: Verb:checking,TN: 191 Top: Verb:checking,TN: 194 Top: Verb:checking,TN: 194 Top: Verb:checking,TN: 194 Top: Verb:checking,TN: 194 Top: Verb:checking
228,TN: 196 Top: Verb:are,TN: 195 Top: Verb:are,TN: 192 Top: Verb:are,TN: 195 Top: Verb:are,TN: 195 Top: Verb:are,TN: 195 Top: Verb:are,TN: 195 Top: Verb:are
229,FN: 27 Top: Verb:give,TP: 6 Top:X Verb:give,TP: 10 Top:X Verb:give,TP: 10 Top:X Verb:give,TP: 10 Top:X Verb:give,TP: 13 Top:X Verb:give,TP: 14 Top:X Verb:give
230,TP: 3 Top:X Verb:do,FN: 24 Top: Verb:do,FN: 20 Top: Verb:do,FN: 20 Top: Verb:do,FN: 20 Top: Verb:do,FN: 17 Top: Verb:do,FN: 16 Top: Verb:do
231,TN: 197 Top: Verb:owners,TN: 196 Top: Verb:owners,TN: 193 Top: Verb:owners,TN: 196 Top: Verb:owners,TN: 196 Top: Verb:owners,TN: 196 Top: Verb:owners,TN: 196 Top: Verb:owners
232,TN: 198 Top: Verb:therapy,TN: 197 Top: Verb:therapy,TN: 194 Top: Verb:therapy,TN: 197 Top: Verb:therapy,TN: 197 Top: Verb:therapy,TN: 197 Top: Verb:therapy,TN: 197 Top: Verb:therapy
233,TN: 199 Top: Verb:brought,FP: 6 Top:X Verb:brought,TN: 195 Top: Verb:brought,TN: 198 Top: Verb:brought,TN: 198 Top: Verb:brought,TN: 198 Top: Verb:brought,TN: 198 Top: Verb:brought
234,TN: 200 Top: Verb:is,TN: 198 Top: Verb:is,TN: 196 Top: Verb:is,TN: 199 Top: Verb:is,TN: 199 Top: Verb:is,TN: 199 Top: Verb:is,TN: 199 Top: Verb:is
235,TN: 201 Top: Verb:DogsAreFun,TN: 199 Top: Verb:DogsAreFun,TN: 197 Top: Verb:DogsAreFun,TN: 200 Top: Verb:DogsAreFun,TN: 200 Top: Verb:DogsAreFun,TN: 200 Top: Verb:DogsAreFun,TN: 200 Top: Verb:DogsAreFun
236,TN: 202 Top: Verb:august,TN: 200 Top: Verb:august,TN: 198 Top: Verb:august,TN: 201 Top: Verb:august,TN: 201 Top: Verb:august,TN: 201 Top: Verb:august,TN: 201 Top: Verb:august
237,FN: 28 Top: Verb:forward,FN: 25 Top: Verb:forward,FN: 21 Top: Verb:forward,FN: 21 Top: Verb:forward,FN: 21 Top: Verb:forward,FN: 18 Top: Verb:forward,FN: 17 Top: Verb:forward
